gene,cluster,avg_logFC,pct.1,pct.2,p_val,p_val_adj
Snx10,Oligodendrocytes,-2.642817702,0.312,0.86,8.3087E-173,3.8027E-168
Gpr37,Oligodendrocytes,4.960877902,0.633,0.107,3.2259E-172,1.4764E-167
Dkk3,Oligodendrocytes,-4.079927841,0.173,0.754,3.0114E-170,1.3782E-165
Eno2,Oligodendrocytes,-4.124883316,0.241,0.829,3.1521E-170,1.4427E-165
Stx1a,Oligodendrocytes,-3.709356541,0.249,0.806,8.8202E-170,4.0368E-165
Pacsin1,Oligodendrocytes,-3.245325437,0.338,0.848,2.209E-169,1.011E-164
Kcnk1,Oligodendrocytes,-2.360043617,0.215,0.912,3.8623E-169,1.7677E-164
Trim9,Oligodendrocytes,-1.838233842,0.266,0.93,5.7754E-169,2.6433E-164
Cpm,Oligodendrocytes,2.729088651,0.823,0.274,1.0718E-168,4.9053E-164
Thy1,Oligodendrocytes,-2.917079241,0.143,0.837,2.4236E-168,1.1093E-163
Neurod6,Oligodendrocytes,-8.612005377,0.097,0.707,5.1283E-168,2.3471E-163
Lin7b,Oligodendrocytes,-3.258178995,0.131,0.797,5.3222E-168,2.4358E-163
Baiap2,Oligodendrocytes,-2.452488927,0.245,0.781,7.4046E-168,3.3889E-163
Syngr3,Oligodendrocytes,-3.453444994,0.198,0.807,1.6097E-167,7.3672E-163
Chst1,Oligodendrocytes,-4.144690601,0.055,0.842,3.2238E-167,1.4755E-162
Rltpr,Oligodendrocytes,-4.814314273,0.093,0.776,4.721E-167,2.1607E-162
Slc17a7,Oligodendrocytes,-6.471596896,0.122,0.733,7.9247E-167,3.627E-162
Insc,Oligodendrocytes,5.608057834,0.515,0.006,9.2671E-167,4.2414E-162
Cers2,Oligodendrocytes,3.69495881,0.861,0.398,1.2994E-166,5.9472E-162
Arhgdig,Oligodendrocytes,-2.734282866,0.169,0.798,1.3636E-166,6.2411E-162
Lgi1,Oligodendrocytes,-3.129396508,0.11,0.853,1.4216E-166,6.5065E-162
N28178,Oligodendrocytes,-3.810849373,0.143,0.776,1.7989E-166,8.233E-162
Crip2,Oligodendrocytes,-2.719895129,0.308,0.907,1.0761E-165,4.9252E-161
Gng13,Oligodendrocytes,-4.364033055,0.076,0.794,3.1161E-165,1.4262E-160
Dnm1,Oligodendrocytes,-3.256238473,0.388,0.83,1.9611E-164,8.9755E-160
Dock7,Oligodendrocytes,-2.35711004,0.384,0.857,3.0194E-164,1.3819E-159
Tmem125,Oligodendrocytes,6.472186641,0.523,0.017,1.947E-163,8.911E-159
Gria1,Oligodendrocytes,-2.891200511,0.249,0.826,2.213E-163,1.0128E-158
Scn2a1,Oligodendrocytes,-1.515277969,0.388,0.816,3.4016E-163,1.5569E-158
Matk,Oligodendrocytes,-2.246069896,0.439,0.841,1.1606E-162,5.312E-158
Tnfaip6,Oligodendrocytes,4.641640227,0.709,0.07,1.3492E-162,6.1749E-158
Gap43,Oligodendrocytes,-3.918278501,0.257,0.819,5.116E-162,2.3415E-157
S100a16,Oligodendrocytes,2.67426174,0.987,0.265,8.7216E-162,3.9917E-157
Sult4a1,Oligodendrocytes,-2.606371275,0.224,0.808,1.1295E-161,5.1694E-157
Khdrbs3,Oligodendrocytes,-2.85709676,0.451,0.859,1.2995E-161,5.9475E-157
Prr5l,Oligodendrocytes,4.759541348,0.616,0.077,1.9219E-160,8.7959E-156
Sept5,Oligodendrocytes,-2.260772713,0.291,0.846,2.8729E-160,1.3149E-155
Tmem63a,Oligodendrocytes,4.649744384,0.578,0.02,4.81E-160,2.2015E-155
Sox2ot,Oligodendrocytes,2.93317033,0.962,0.219,2.4168E-159,1.1061E-154
Ephx4,Oligodendrocytes,-2.958826986,0.224,0.779,5.7766E-159,2.6438E-154
Gpr22,Oligodendrocytes,-5.156453779,0.068,0.756,1.2546E-158,5.7423E-154
Hapln2,Oligodendrocytes,8.043657487,0.46,0.035,4.3155E-158,1.9751E-153
Fam49a,Oligodendrocytes,-1.924898177,0.257,0.854,1.108E-157,5.071E-153
Rgs6,Oligodendrocytes,-3.92155106,0.376,0.809,1.1189E-157,5.121E-153
Zfp385c,Oligodendrocytes,3.250971164,0.738,0.062,2.0078E-157,9.1894E-153
Asph,Oligodendrocytes,-1.673319881,0.295,0.883,3.0906E-156,1.4145E-151
Mal,Oligodendrocytes,6.008592097,0.624,0.048,4.5502E-156,2.0825E-151
Rasgef1a,Oligodendrocytes,-3.684649041,0.11,0.762,4.641E-156,2.1241E-151
Pfkm,Oligodendrocytes,-1.75860886,0.278,0.916,5.369E-156,2.4573E-151
Hecw1,Oligodendrocytes,-2.55848929,0.232,0.805,7.7476E-156,3.5459E-151
Arhgap26,Oligodendrocytes,-1.701411296,0.278,0.9,9.4694E-156,4.3339E-151
Gda,Oligodendrocytes,-4.641239382,0.089,0.731,1.2028E-155,5.505E-151
Serpini1,Oligodendrocytes,-4.54004884,0.329,0.843,4.2625E-155,1.9509E-150
Napb,Oligodendrocytes,-2.562540781,0.338,0.852,4.942E-155,2.2619E-150
Gm12222,Oligodendrocytes,1.991761183,0.945,0.262,7.3734E-155,3.3747E-150
Tnni1,Oligodendrocytes,5.996116481,0.494,0.037,9.0838E-155,4.1575E-150
Nkain1,Oligodendrocytes,4.208401203,0.7,0.268,2.5564E-154,1.17E-149
Gnb5,Oligodendrocytes,-2.282229403,0.346,0.844,4.3199E-154,1.9771E-149
Hivep3,Oligodendrocytes,-1.967171726,0.376,0.903,2.0382E-153,9.3283E-149
Fxyd7,Oligodendrocytes,-4.484950219,0.127,0.771,2.2241E-153,1.0179E-148
St6galnac5,Oligodendrocytes,-5.9185051,0.08,0.79,3.2716E-153,1.4973E-148
Elmod1,Oligodendrocytes,-2.781952787,0.219,0.818,7.3912E-153,3.3828E-148
Arhgef10,Oligodendrocytes,3.42443016,0.776,0.107,1.6984E-152,7.7731E-148
Nkx2-2,Oligodendrocytes,3.605536994,0.633,0.025,1.8964E-152,8.6795E-148
Cplx1,Oligodendrocytes,-2.629253224,0.198,0.807,1.0656E-151,4.8772E-147
Fut9,Oligodendrocytes,-1.491421334,0.447,0.916,1.1061E-151,5.0623E-147
Cacng3,Oligodendrocytes,-6.166473188,0.105,0.741,2.3731E-151,1.0861E-146
Ly6e,Oligodendrocytes,-3.233286969,0.321,0.851,7.4747E-151,3.421E-146
Tmem130,Oligodendrocytes,-6.044297192,0.114,0.784,3.1799E-150,1.4554E-145
Ano3,Oligodendrocytes,-3.06079362,0.283,0.721,3.5768E-150,1.637E-145
Pdlim2,Oligodendrocytes,4.79162015,0.565,0.062,1.247E-149,5.7073E-145
Cap2,Oligodendrocytes,-2.145826581,0.266,0.858,1.4638E-149,6.6997E-145
Erbb4,Oligodendrocytes,1.527205856,0.958,0.264,2.0661E-149,9.4563E-145
Cmtm5,Oligodendrocytes,3.275851348,0.907,0.223,1.4964E-148,6.8488E-144
Galnt6,Oligodendrocytes,6.271140904,0.506,0.022,2.3372E-148,1.0697E-143
Ttc9b,Oligodendrocytes,-3.899715183,0.215,0.794,4.1366E-148,1.8933E-143
D7Ertd443e,Oligodendrocytes,6.583943633,0.549,0.028,4.8749E-148,2.2312E-143
Scn1b,Oligodendrocytes,-3.136292913,0.19,0.813,2.4449E-147,1.119E-142
Slc12a5,Oligodendrocytes,-4.902975388,0.076,0.791,9.4839E-147,4.3406E-142
Zfp536,Oligodendrocytes,3.414255767,0.831,0.199,1.8567E-146,8.4979E-142
St8sia5,Oligodendrocytes,-5.221657305,0.068,0.754,2.8229E-146,1.292E-141
Ptk2b,Oligodendrocytes,-4.690571872,0.346,0.87,8.0472E-146,3.6831E-141
Bfsp2,Oligodendrocytes,6.895626401,0.468,0.024,1.254E-145,5.7391E-141
Zfp385b,Oligodendrocytes,-6.250524034,0.152,0.76,2.6092E-145,1.1942E-140
Ablim1,Oligodendrocytes,-4.323663023,0.329,0.861,3.7668E-145,1.724E-140
Slc38a1,Oligodendrocytes,-3.590276916,0.363,0.767,8.0427E-145,3.681E-140
Lphn2,Oligodendrocytes,-4.315609619,0.295,0.783,8.1267E-145,3.7194E-140
Ddr1,Oligodendrocytes,3.428151695,0.844,0.332,2.0192E-144,9.2412E-140
Grin2a,Oligodendrocytes,-3.509074268,0.224,0.745,2.507E-144,1.1474E-139
Creb5,Oligodendrocytes,3.992205421,0.616,0.033,2.7214E-144,1.2455E-139
Mcam,Oligodendrocytes,3.138717397,0.565,0.018,5.6873E-144,2.603E-139
Prrt2,Oligodendrocytes,-3.846988151,0.114,0.78,1.8728E-143,8.5713E-139
Asns,Oligodendrocytes,-2.390330698,0.316,0.813,2.3564E-143,1.0785E-138
Rgs4,Oligodendrocytes,-6.349403929,0.219,0.758,3.7323E-143,1.7082E-138
Ncs1,Oligodendrocytes,-3.196695512,0.051,0.798,4.0234E-143,1.8414E-138
Kcnj10,Oligodendrocytes,2.117580857,0.861,0.123,3.2241E-142,1.4756E-137
Gab1,Oligodendrocytes,2.478346421,0.81,0.113,5.2924E-142,2.4222E-137
Nrgn,Oligodendrocytes,-4.048687261,0.291,0.803,1.1549E-141,5.2855E-137
Cyb561,Oligodendrocytes,-3.891261406,0.101,0.723,1.1834E-141,5.4163E-137
Cdc42ep1,Oligodendrocytes,2.3020507,0.734,0.06,2.0079E-141,9.1897E-137
Gfra4,Oligodendrocytes,-2.150770936,0.11,0.777,2.3192E-141,1.0614E-136
Anln,Oligodendrocytes,5.112890239,0.633,0.149,3.1907E-141,1.4603E-136
LOC102641105,Oligodendrocytes,-4.755361716,0.241,0.75,4.8689E-141,2.2284E-136
Tsc22d4,Oligodendrocytes,2.264124794,0.958,0.283,1.734E-140,7.9362E-136
Gabra4,Oligodendrocytes,-2.987550045,0.101,0.778,2.61E-140,1.1946E-135
Myt1l,Oligodendrocytes,-1.449407462,0.392,0.831,5.2883E-140,2.4203E-135
Bsn,Oligodendrocytes,-3.520494533,0.342,0.831,6.7138E-140,3.0728E-135
Gm867,Oligodendrocytes,-2.487106847,0.068,0.809,7.4E-140,3.3868E-135
Rian,Oligodendrocytes,-1.71607411,0.135,0.801,7.9133E-140,3.6218E-135
Efnb3,Oligodendrocytes,4.283417529,0.616,0.185,1.0706E-139,4.8997E-135
Gabrb3,Oligodendrocytes,-1.254713219,0.359,0.814,1.1766E-139,5.3852E-135
Carhsp1,Oligodendrocytes,3.439975992,0.684,0.066,1.2369E-139,5.661E-135
Scn2b,Oligodendrocytes,-1.323574209,0.11,0.794,1.2852E-139,5.8819E-135
Camkv,Oligodendrocytes,-4.244292132,0.084,0.758,3.4721E-139,1.5891E-134
Unc5b,Oligodendrocytes,3.870264115,0.586,0.038,1.9659E-138,8.9974E-134
Fign,Oligodendrocytes,4.51290349,0.616,0.062,5.6231E-138,2.5736E-133
Cep19,Oligodendrocytes,-1.734441324,0.43,0.854,6.6737E-138,3.0544E-133
Rgs7,Oligodendrocytes,-1.16685238,0.468,0.933,8.8101E-138,4.0322E-133
Bend6,Oligodendrocytes,-2.116289285,0.232,0.797,1.5855E-137,7.2566E-133
Prkag2,Oligodendrocytes,-2.533105353,0.236,0.817,2.1874E-137,1.0011E-132
Phyhip,Oligodendrocytes,-3.749060722,0.042,0.754,2.8399E-137,1.2997E-132
Smim18,Oligodendrocytes,-5.703670416,0.038,0.726,3.5439E-137,1.622E-132
Hhip,Oligodendrocytes,5.245916534,0.473,0.023,4.8199E-137,2.206E-132
Prr18,Oligodendrocytes,4.960555161,0.565,0.04,5.9778E-137,2.7359E-132
6330403K07Rik,Oligodendrocytes,-2.558807822,0.316,0.813,8.5354E-137,3.9065E-132
Scg3,Oligodendrocytes,-2.384490042,0.502,0.933,1.0993E-136,5.0311E-132
Dapk1,Oligodendrocytes,-1.861626458,0.211,0.819,3.4129E-136,1.562E-131
LOC105246690,Oligodendrocytes,1.536595304,0.861,0.161,3.6969E-136,1.692E-131
Bex1,Oligodendrocytes,-2.469327176,0.219,0.803,8.7507E-136,4.005E-131
Ppp1r1a,Oligodendrocytes,-3.4632308,0.122,0.808,1.3954E-135,6.3863E-131
Gabbr2,Oligodendrocytes,-1.90345596,0.215,0.834,2.0253E-135,9.2692E-131
Rab15,Oligodendrocytes,-6.195722606,0.055,0.732,3.5588E-135,1.6288E-130
S1pr5,Oligodendrocytes,4.578385704,0.553,0.144,5.0392E-135,2.3063E-130
Plekhg3,Oligodendrocytes,2.906501852,0.624,0.088,9.4614E-135,4.3303E-130
Nsg2,Oligodendrocytes,-2.533997018,0.203,0.802,1.5293E-134,6.9995E-130
Rph3a,Oligodendrocytes,-3.714887245,0.089,0.763,1.7834E-134,8.1623E-130
2210408F21Rik,Oligodendrocytes,-1.34683933,0.207,0.852,2.4125E-134,1.1042E-129
Slc6a17,Oligodendrocytes,-2.804919673,0.063,0.769,7.3061E-134,3.3439E-129
Camk4,Oligodendrocytes,-2.973288537,0.253,0.785,1.2304E-133,5.6313E-129
Serp2,Oligodendrocytes,-2.220260631,0.245,0.822,1.6592E-133,7.5939E-129
Wscd1,Oligodendrocytes,2.899061716,0.924,0.317,3.7757E-133,1.7281E-128
Adcy1,Oligodendrocytes,-2.499147444,0.072,0.774,4.5748E-133,2.0938E-128
Ccl27a,Oligodendrocytes,-2.786235441,0.241,0.841,5.9169E-133,2.708E-128
Ccdc136,Oligodendrocytes,-2.987819991,0.19,0.816,1.221E-132,5.5881E-128
Ociad2,Oligodendrocytes,-3.45379164,0.127,0.764,1.7935E-132,8.2084E-128
A230006K03Rik,Oligodendrocytes,-4.066981915,0.068,0.76,2.1964E-132,1.0052E-127
Gm31445,Oligodendrocytes,-6.331722731,0.114,0.688,2.255E-132,1.0321E-127
Plekhh1,Oligodendrocytes,5.442078673,0.527,0.05,2.8612E-132,1.3095E-127
Elavl4,Oligodendrocytes,-1.480943096,0.405,0.856,3.8866E-132,1.7788E-127
Sphkap,Oligodendrocytes,-5.64684163,0.131,0.704,4.5211E-132,2.0692E-127
Cacng2,Oligodendrocytes,-4.545956081,0.101,0.775,9.7286E-132,4.4526E-127
Pde1a,Oligodendrocytes,-2.809656704,0.215,0.759,3.0646E-131,1.4026E-126
Camk2g,Oligodendrocytes,-1.975480233,0.249,0.896,5.2355E-131,2.3962E-126
Mgst3,Oligodendrocytes,-2.330754461,0.409,0.857,5.5641E-131,2.5466E-126
Chrm3,Oligodendrocytes,-3.824549662,0.27,0.731,5.8263E-131,2.6666E-126
Camk2n1,Oligodendrocytes,-3.070498705,0.515,0.926,5.8956E-131,2.6983E-126
Trank1,Oligodendrocytes,-2.363519385,0.084,0.772,6.4018E-131,2.93E-126
Nipsnap1,Oligodendrocytes,-2.103572989,0.245,0.804,1.131E-130,5.1761E-126
Lppr4,Oligodendrocytes,-1.755716631,0.219,0.802,1.2074E-130,5.526E-126
Prima1,Oligodendrocytes,4.969759391,0.481,0.015,1.6989E-130,7.7757E-126
Rab26,Oligodendrocytes,-4.431925183,0.068,0.711,2.4614E-130,1.1265E-125
Slc35f4,Oligodendrocytes,-3.576433789,0.118,0.729,3.0586E-130,1.3999E-125
Tenm2,Oligodendrocytes,-2.762390208,0.422,0.846,3.4752E-130,1.5905E-125
Jakmip1,Oligodendrocytes,-4.096557691,0.135,0.743,5.1004E-130,2.3344E-125
Lrrn1,Oligodendrocytes,3.609121234,0.789,0.369,6.4271E-130,2.9416E-125
Golga7b,Oligodendrocytes,-5.148265235,0.046,0.746,7.0205E-130,3.2131E-125
Kcnj3,Oligodendrocytes,-1.102271536,0.346,0.813,1.8317E-129,8.3834E-125
Abhd8,Oligodendrocytes,-2.467468936,0.177,0.827,2.8583E-129,1.3082E-124
Gm9791,Oligodendrocytes,1.871501103,0.561,0.025,4.3143E-129,1.9746E-124
Rgs7bp,Oligodendrocytes,-1.454946415,0.329,0.879,6.7155E-129,3.0735E-124
Mmd,Oligodendrocytes,-1.939242161,0.165,0.808,7.3803E-129,3.3778E-124
Acta1,Oligodendrocytes,-3.324716703,0.274,0.696,7.7024E-129,3.5253E-124
Kif5c,Oligodendrocytes,-1.885362371,0.278,0.824,8.6291E-129,3.9494E-124
Tspan13,Oligodendrocytes,-1.771620754,0.371,0.861,1.0456E-128,4.7854E-124
Shank1,Oligodendrocytes,-1.88962054,0.439,0.849,1.5253E-128,6.9811E-124
Tmem98,Oligodendrocytes,2.923236928,0.624,0.041,2.6771E-128,1.2253E-123
Kcnb1,Oligodendrocytes,-1.768396756,0.321,0.811,9.5262E-128,4.3599E-123
Map9,Oligodendrocytes,-2.120016356,0.152,0.808,2.8351E-127,1.2975E-122
Ldb2,Oligodendrocytes,-2.865629966,0.224,0.722,2.8383E-127,1.299E-122
Ttyh2,Oligodendrocytes,3.207548023,0.679,0.156,4.6213E-127,2.1151E-122
Mtfp1,Oligodendrocytes,-3.372229148,0.118,0.794,7.4671E-127,3.4175E-122
Camk2a,Oligodendrocytes,-3.17941455,0.122,0.786,1.1774E-126,5.3885E-122
Sirpa,Oligodendrocytes,-1.408499608,0.253,0.891,1.3673E-126,6.258E-122
Prkce,Oligodendrocytes,-1.520022766,0.443,0.875,2.9653E-126,1.3572E-121
Ryr2,Oligodendrocytes,-1.843169506,0.388,0.808,3.649E-126,1.6701E-121
Celf5,Oligodendrocytes,-3.488681993,0.101,0.764,7.8592E-126,3.597E-121
Gm32771,Oligodendrocytes,-2.756324201,0.059,0.791,9.534E-126,4.3635E-121
Itpr1,Oligodendrocytes,-2.242027474,0.333,0.797,1.2107E-125,5.5413E-121
Actr3b,Oligodendrocytes,-2.104932184,0.198,0.831,1.6243E-125,7.4341E-121
Ogfrl1,Oligodendrocytes,-2.147492252,0.329,0.832,2.9508E-125,1.3505E-120
Tmem59l,Oligodendrocytes,-2.166387202,0.422,0.826,3.1147E-125,1.4255E-120
Thrb,Oligodendrocytes,-1.435820878,0.312,0.877,1.8396E-124,8.4196E-120
Sema3d,Oligodendrocytes,5.535048687,0.586,0.137,2.205E-124,1.0092E-119
Nefl,Oligodendrocytes,-2.519830302,0.063,0.71,2.5911E-124,1.1859E-119
S100a13,Oligodendrocytes,2.0623614,0.916,0.205,3.8265E-124,1.7513E-119
Fam163b,Oligodendrocytes,-6.354455272,0.038,0.72,4.6671E-124,2.136E-119
Scg2,Oligodendrocytes,-6.249768071,0.19,0.745,1.559E-123,7.1352E-119
Diras2,Oligodendrocytes,-3.308360863,0.16,0.746,2.0864E-123,9.5491E-119
Caly,Oligodendrocytes,-2.042686493,0.363,0.82,6.0309E-123,2.7602E-118
Fam131a,Oligodendrocytes,-3.420994248,0.16,0.782,1.6898E-122,7.7338E-118
Slc25a33,Oligodendrocytes,-1.986205988,0.257,0.844,3.0263E-122,1.3851E-117
Snph,Oligodendrocytes,-2.061908666,0.084,0.79,3.2081E-122,1.4683E-117
B3galnt1,Oligodendrocytes,-1.300408513,0.257,0.795,4.2994E-122,1.9677E-117
Galnt9,Oligodendrocytes,-6.190467158,0.038,0.714,4.6587E-122,2.1322E-117
Fam135b,Oligodendrocytes,-2.054205551,0.203,0.755,8.2714E-122,3.7856E-117
B230209E15Rik,Oligodendrocytes,-1.662846103,0.241,0.806,9.3784E-122,4.2923E-117
Adamts4,Oligodendrocytes,5.277889701,0.468,0.028,3.525E-121,1.6133E-116
Tbr1,Oligodendrocytes,-6.22702666,0.03,0.697,3.6693E-121,1.6794E-116
Syt7,Oligodendrocytes,-2.645596691,0.135,0.772,4.003E-121,1.8321E-116
Sh3d19,Oligodendrocytes,3.224457317,0.92,0.452,8.0726E-121,3.6947E-116
Nell2,Oligodendrocytes,-2.081841268,0.338,0.791,9.2678E-121,4.2417E-116
Ube2ql1,Oligodendrocytes,-1.982255827,0.131,0.787,1.2719E-120,5.8211E-116
Dusp14,Oligodendrocytes,-3.341941413,0.203,0.77,2.1909E-120,1.0027E-115
Camkk2,Oligodendrocytes,-3.099244566,0.194,0.765,3.0229E-120,1.3835E-115
Resp18,Oligodendrocytes,-3.571624781,0.165,0.771,6.2067E-120,2.8407E-115
Fhl2,Oligodendrocytes,-3.17328378,0.114,0.71,7.3368E-120,3.3579E-115
Svop,Oligodendrocytes,-2.804525766,0.097,0.749,1.0179E-119,4.6589E-115
Lysmd2,Oligodendrocytes,-1.422686935,0.367,0.889,1.2483E-119,5.7133E-115
Wnk2,Oligodendrocytes,-1.283315886,0.194,0.86,1.3871E-119,6.3485E-115
Sdr39u1,Oligodendrocytes,-2.813259116,0.08,0.781,1.4774E-119,6.7619E-115
Vgf,Oligodendrocytes,-4.891179577,0.084,0.738,1.5111E-119,6.916E-115
Fam81a,Oligodendrocytes,-1.947479057,0.089,0.756,2.31E-119,1.0572E-114
Fnbp1l,Oligodendrocytes,-1.559566927,0.228,0.842,2.8157E-119,1.2887E-114
Socs2,Oligodendrocytes,-5.812656799,0.042,0.695,4.9544E-119,2.2675E-114
Lmo4,Oligodendrocytes,-2.783279803,0.447,0.911,5.4956E-119,2.5152E-114
Matn4,Oligodendrocytes,5.505231865,0.57,0.058,1.2064E-118,5.5213E-114
Ctxn1,Oligodendrocytes,-3.062966207,0.38,0.783,1.7143E-118,7.8461E-114
Rgl1,Oligodendrocytes,-2.211007513,0.215,0.777,3.8372E-118,1.7562E-113
Arhgef4,Oligodendrocytes,-3.197245315,0.097,0.754,8.6347E-118,3.9519E-113
Pla2g16,Oligodendrocytes,3.246128841,0.7,0.108,9.6526E-118,4.4178E-113
Caln1,Oligodendrocytes,-3.862340569,0.291,0.725,9.9826E-118,4.5688E-113
Srrm4,Oligodendrocytes,-4.082868327,0.059,0.738,7.1551E-117,3.2747E-112
Fam105a,Oligodendrocytes,-3.467379027,0.127,0.652,1.3564E-116,6.2081E-112
Gng2,Oligodendrocytes,-2.036532479,0.278,0.794,2.3538E-116,1.0773E-111
Tprn,Oligodendrocytes,3.987517519,0.654,0.101,3.0056E-116,1.3756E-111
Mctp1,Oligodendrocytes,-2.216553148,0.262,0.746,3.9047E-116,1.7871E-111
Arsg,Oligodendrocytes,4.705113623,0.565,0.118,4.562E-116,2.088E-111
Lzts1,Oligodendrocytes,-5.1241345,0.046,0.707,4.7694E-116,2.1829E-111
Erbb2ip,Oligodendrocytes,3.011444865,0.861,0.265,6.8203E-116,3.1215E-111
Cacnb2,Oligodendrocytes,-1.946323007,0.308,0.799,9.7475E-116,4.4612E-111
Rit2,Oligodendrocytes,-1.579908523,0.316,0.82,2.4442E-115,1.1187E-110
Chst10,Oligodendrocytes,-1.357868988,0.169,0.849,4.9231E-115,2.2532E-110
Gm10419,Oligodendrocytes,-3.178420734,0.068,0.739,6.0998E-115,2.7918E-110
C1qtnf4,Oligodendrocytes,-2.310721347,0.274,0.807,1.0569E-114,4.8374E-110
Neurod2,Oligodendrocytes,-5.222556781,0.013,0.68,1.1256E-114,5.1517E-110
A930011O12Rik,Oligodendrocytes,-2.084677878,0.165,0.785,1.332E-114,6.0963E-110
LOC105244487,Oligodendrocytes,4.66476418,0.439,0.011,1.5074E-114,6.899E-110
Flot1,Oligodendrocytes,-1.861346474,0.266,0.825,1.6762E-114,7.6717E-110
Lims2,Oligodendrocytes,2.437725575,0.684,0.077,7.1972E-114,3.294E-109
AI593442,Oligodendrocytes,-4.291129969,0.072,0.728,1.0028E-113,4.5896E-109
Cyp46a1,Oligodendrocytes,-2.358645118,0.321,0.84,1.2894E-113,5.9012E-109
Pdxp,Oligodendrocytes,-2.202471096,0.241,0.809,1.3416E-113,6.14E-109
Shisa5,Oligodendrocytes,-1.762705574,0.3,0.852,1.3457E-113,6.1588E-109
Prkcg,Oligodendrocytes,-3.934295678,0.097,0.709,1.4435E-113,6.6068E-109
Plekhf1,Oligodendrocytes,4.583961009,0.435,0.012,1.9173E-113,8.7751E-109
Aox2,Oligodendrocytes,-1.796370475,0.414,0.827,4.5168E-113,2.0672E-108
Cmas,Oligodendrocytes,-1.991566563,0.291,0.813,5.727E-113,2.6211E-108
Reep2,Oligodendrocytes,-1.597799504,0.215,0.793,9.7051E-113,4.4419E-108
Galt,Oligodendrocytes,-1.363749035,0.177,0.831,1.0758E-112,4.9237E-108
St3gal5,Oligodendrocytes,-2.059672421,0.27,0.781,2.1437E-112,9.8113E-108
Itpka,Oligodendrocytes,-6.302658192,0.059,0.651,2.1636E-112,9.9025E-108
Cnih2,Oligodendrocytes,-2.476116233,0.278,0.802,2.879E-112,1.3177E-107
Cd200,Oligodendrocytes,-1.784370501,0.304,0.834,3.1382E-112,1.4363E-107
Nat14,Oligodendrocytes,-2.262846399,0.177,0.802,3.3912E-112,1.5521E-107
Mlip,Oligodendrocytes,-4.467385133,0.249,0.691,9.3674E-112,4.2873E-107
Lpar1,Oligodendrocytes,4.146138247,0.705,0.272,1.5157E-111,6.9369E-107
Spock2,Oligodendrocytes,-2.579368124,0.295,0.853,1.7122E-111,7.8362E-107
Gdap1l1,Oligodendrocytes,-1.734899197,0.186,0.791,2.1353E-111,9.7731E-107
Nmt2,Oligodendrocytes,-1.454326011,0.447,0.932,2.499E-111,1.1437E-106
Necab3,Oligodendrocytes,-4.738283101,0.076,0.677,3.4019E-111,1.557E-106
Clstn2,Oligodendrocytes,-3.431980315,0.19,0.714,5.4365E-111,2.4882E-106
Ina,Oligodendrocytes,-2.217182614,0.101,0.737,5.662E-111,2.5914E-106
Pdp1,Oligodendrocytes,-2.725964019,0.152,0.735,1.1821E-110,5.4104E-106
Stx1b,Oligodendrocytes,-1.634966155,0.211,0.803,1.3162E-110,6.0241E-106
Palm,Oligodendrocytes,-2.630976044,0.165,0.781,1.519E-110,6.9522E-106
Frrs1l,Oligodendrocytes,-1.485971085,0.169,0.792,2.9975E-110,1.3719E-105
Nrn1,Oligodendrocytes,-6.062020168,0.118,0.683,6.386E-110,2.9227E-105
Elovl1,Oligodendrocytes,3.269540948,0.688,0.17,1.0507E-109,4.8087E-105
Pnpo,Oligodendrocytes,-3.520670031,0.051,0.682,1.1243E-109,5.1457E-105
Pde2a,Oligodendrocytes,-1.654691811,0.165,0.812,1.3421E-109,6.1426E-105
Necab1,Oligodendrocytes,-4.888560773,0.165,0.642,1.868E-109,8.5495E-105
Gabra5,Oligodendrocytes,-5.301081316,0.114,0.662,5.5518E-109,2.541E-104
Clstn3,Oligodendrocytes,-2.442437256,0.143,0.785,8.2356E-109,3.7693E-104
Gabrb2,Oligodendrocytes,-1.301127292,0.325,0.816,1.0493E-108,4.8026E-104
Hk1,Oligodendrocytes,-1.581267095,0.333,0.871,5.1063E-108,2.337E-103
Slc25a13,Oligodendrocytes,5.070356975,0.641,0.168,6.0465E-108,2.7674E-103
Gm12428,Oligodendrocytes,-1.994805334,0.274,0.747,9.1427E-108,4.1844E-103
Gm11549,Oligodendrocytes,-7.06379852,0.046,0.587,9.7251E-108,4.451E-103
Fmnl1,Oligodendrocytes,-3.598498047,0.11,0.709,1.0454E-107,4.7847E-103
Slc39a10,Oligodendrocytes,-2.075041833,0.359,0.843,1.3541E-107,6.1974E-103
Chd7,Oligodendrocytes,2.517048694,0.831,0.218,1.5321E-107,7.0121E-103
Csdc2,Oligodendrocytes,-2.412179737,0.11,0.757,2.1554E-107,9.8648E-103
Avpi1,Oligodendrocytes,-2.427358325,0.084,0.767,2.8575E-107,1.3078E-102
Cabp1,Oligodendrocytes,-3.180682201,0.097,0.728,3.7426E-107,1.7129E-102
Gm9866,Oligodendrocytes,-5.882688094,0.025,0.641,1.0419E-106,4.7684E-102
Efhd1,Oligodendrocytes,3.90586532,0.523,0.045,1.2564E-106,5.7502E-102
Slc25a14,Oligodendrocytes,-1.404059161,0.409,0.828,2.1904E-106,1.0025E-101
Mras,Oligodendrocytes,-1.710607606,0.257,0.843,2.6155E-106,1.197E-101
Slc7a4,Oligodendrocytes,-2.911495864,0.101,0.728,3.3938E-106,1.5533E-101
Chd5,Oligodendrocytes,-1.317477295,0.177,0.791,3.7779E-106,1.729E-101
